tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids,known_pathogen
10912,2,10912,Rotavirus,"",viruses,false,9677195590.239067,100,100,483946.48829431436,39069,10,38958,98.7027,2169.54,10^-288.952,,,,,100,483810.2316363186,39058,10,38958,97.9779,710.361,10^-297.295,,,,,"[28875, 1906931, 10970]",1
28875,1,10912,Rotavirus A,"",viruses,false,9677195590.239067,100,100,483946.48829431436,39069,10,38958,98.7027,2169.54,10^-288.952,,,,,100,483773.07072959247,39055,10,38958,97.9784,710.414,10^-297.318,,,,,,1
1906931,1,10912,Human rotavirus,"",viruses,false,247739.3781741608,100,,,,,,,,,,,,,100,24.77393781741608,2,,,97.9,26.5,10^-9.52271,,,,,,0
10970,1,10912,Rotavirus sp.,"",viruses,false,123869.6890870804,100,,,,,,,,,,,,,100,12.38696890870804,1,,,79.5,39.0,10^-9.40561,,,,,,0
561,2,561,Escherichia,"",bacteria,false,8619732.441471573,99,99,235.35240926545274,19,2,18,99.7492,253.737,10^-129.467,675.053,1012.72,0.00128402,0.0018074,99,644.122383252818,52,4,47,93.8309,92.25,10^-51.5037,1239.85,1981.8,0.0021878,0.00300034,[562],1
562,1,561,Escherichia coli,"",bacteria,false,8619732.441471573,99,99,235.35240926545274,19,2,18,99.7492,253.737,10^-129.467,675.053,1012.72,0.00128402,0.0018074,99,644.122383252818,52,4,47,93.8309,92.25,10^-51.5037,1239.85,1981.8,0.0021878,0.00300034,,1
5052,2,5052,Aspergillus,"",eukaryota,false,6577926.421404682,99,99,743.2181345224824,60,3,38,98.3426,250.783,10^-125.053,227.273,508.197,0.00026178,0.000585358,99,891.8617614269788,72,4,51,90.47,76.7361,10^-43.3315,2041.75,1991.56,0.00694826,0.00831231,"[41068, 1287682, 306088, 1220188, 41067, 5061, 1131488, 41959, 746128, 182096, 5062, 340412, 2821665, 1069201, 5065, 5053, 51019]",2
41068,1,5052,Aspergillus campestris,"",eukaryota,false,6577926.421404682,100,100,222.9654403567447,18,1,16,98.7779,292.556,10^-146.828,,,,,99,445.9308807134894,36,2,32,90.8147,97.25,10^-58.0094,227.273,508.197,0.00026178,0.000585358,,0
1287682,1,5052,Aspergillus felis,"",eukaryota,false,2697881.828316611,100,100,272.51331599157686,22,2,22,96.9156,333.182,10^-157.104,,,,,,,,,,,,,,,,,,0
306088,1,5052,Aspergillus steynii,"",eukaryota,false,1839464.8829431438,100,,,,,,,,,,,,,100,185.8045336306206,15,1,13,84.81,75.7333,10^-41.6172,,,,,,0
