tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids,known_pathogen
10912,2,10912,Rotavirus,"",viruses,false,14594905620.129265,99,99,744969.0134851185,280086,11,276306,98.9244,2211.02,10^-253.845,2187.64,2019.7,0.0042784,0.0019315,99,744163.0981195308,279783,11,276306,98.866,718.11,10^-301.779,2187.64,2019.7,0.0042784,0.0019315,"[28875, 1906931]",1
28875,1,10912,Rotavirus A,"",viruses,false,14594905620.129265,99,99,744963.6939117482,280084,11,276306,98.9244,2211.03,10^-253.847,2124.35,2109.21,0.00403568,0.00227475,99,744160.4383328457,279782,11,276306,98.866,718.113,10^-301.78,2148.34,1964.12,0.00421705,0.00184474,,1
1906931,1,10912,Human rotavirus,"",viruses,false,34578.836981478475,100,15.659622928921525,5.319573370215709,2,,,100.0,37.0,10^-12.9003,63.2911,89.5072,0.000242718,0.000343256,100,2.6597866851078544,1,,,77.5,40.0,10^-9.5867,,,,,,0
561,2,561,Escherichia,"",bacteria,false,25390786.498922788,99,99,1404.367369736947,528,5,510,98.2171,1104.18,10^-231.206,1488.88,673.478,0.00347549,0.000577007,99,1186.2648615581031,446,4,432,96.3837,100.813,10^-59.9997,2039.11,1451.62,0.00433439,0.000637655,[562],1
562,1,561,Escherichia coli,"",bacteria,false,25390786.498922788,99,99,1404.367369736947,528,5,510,98.2171,1104.18,10^-231.206,1488.88,673.478,0.00347549,0.000577007,99,1186.2648615581031,446,4,432,96.3837,100.813,10^-59.9997,2039.11,1451.62,0.00433439,0.000637655,,1
909656,2,909656,Phocaeicola,"",bacteria,false,22002399.127589967,99,99,2239.5403888608134,842,3,744,99.0145,1166.14,10^-280.957,117.906,166.744,0.000184049,0.000260285,99,305.87546878740324,115,1,29,94.4367,63.1858,10^-34.7532,157.208,222.326,0.000245399,0.000347046,"[357276, 821, 310297, 310298]",0
357276,1,909656,Phocaeicola dorei,"",bacteria,false,22002399.127589967,100,99,2239.5403888608134,842,3,744,99.0145,1166.14,10^-280.957,39.302,55.5814,6.13497e-05,8.67616e-05,100,5.319573370215709,2,,,97.55,44.5,10^-18.8832,,,,,,0
821,1,909656,Phocaeicola vulgatus,"",bacteria,false,2007279.8361571403,99,-100,0.0,0,,,0,0,10^0,78.604,111.163,0.000122699,0.000173523,99,204.8035747533048,77,1,29,97.1099,73.12,10^-44.4529,78.604,111.163,0.000122699,0.000173523,,0
310297,1,909656,Phocaeicola plebeius,"",bacteria,false,729919.9404207784,99,,,,,,,,,,,,,99,74.47402718301993,28,,,88.875,44.3571,10^-15.9553,78.604,111.163,0.000122699,0.000173523,,0
310298,1,909656,Phocaeicola coprocola,"",bacteria,false,210655.10546054208,100,,,,,,,,,,,,,100,21.278293480862835,8,,,88.0625,40.625,10^-13.5789,,,,,,0
13134,2,13134,Magnetospirillum,"",bacteria,false,11522307.630928,99,,,,,,,,,,,,,99,1175.6257148176717,442,1,440,58.048,227.119,10^-62.5944,165.884,123.433,0.000546787,0.00059975,[55518],0
55518,1,13134,Magnetospirillum gryphiswaldense,"",bacteria,false,11522307.630928,99,,,,,,,,,,,,,99,1175.6257148176717,442,1,440,58.048,227.119,10^-62.5944,165.884,123.433,0.000546787,0.00059975,,0
816,2,816,Bacteroides,"",bacteria,false,7557251.908396946,99,99,515.9986169109237,194,2,13,99.3436,137.763,10^-78.2862,235.812,333.488,0.000368098,0.000520569,99,1220.8420884645052,459,2,282,97.0359,74.1335,10^-45.0369,235.812,333.488,0.000368098,0.000520569,"[457391, 817, 28116, 46506, 371601, 28111, 47678, 820, 392838, 246787, 469588, 818, 329854, 2650157, 469589, 457390, 2650158, 1262744, 457387, 162156]",0
457391,1,816,Bacteroides sp. 3_1_33FAA,"",bacteria,false,7557251.908396946,100,,,,,,,,,,,,,100,763.3587786259542,287,1,275,98.8868,92.8877,10^-60.4835,,,,,,0
817,1,816,Bacteroides fragilis,"",bacteria,false,5240045.748330984,100,100,340.45269569380537,128,1,6,99.3809,131.867,10^-74.8953,,,,,100,188.84485464265765,71,,,95.6662,42.4648,10^-19.6326,,,,,,0
28116,1,816,Bacteroides ovatus,"",bacteria,false,1369258.1854935235,100,100,74.47402718301993,28,1,7,99.2464,163.179,10^-90.3239,,,,,100,63.834880442588506,24,1,7,97.5405,44.6667,10^-23.8719,,,,,,0
46506,1,816,Bacteroides stercoris,"",bacteria,false,710960.9809293294,100,,,,,,,,,,,,,100,71.81424049791207,27,,,92.3667,43.8519,10^-17.4646,,,,,,0
371601,1,816,Bacteroides xylanisolvens,"",bacteria,false,421310.21092108416,100,100,37.237013591509964,14,,,99.0053,140.286,10^-81.235,,,,,100,5.319573370215709,2,,,97.9,40.5,10^-18.8083,,,,,,0
28111,1,816,Bacteroides eggerthii,"",bacteria,false,394978.3227385164,100,,,,,,,,,,,,,100,39.89680027661782,15,,,87.7667,43.6667,10^-17.7618,,,,,,0
47678,1,816,Bacteroides caccae,"",bacteria,false,286754.26230816287,99,,,,,,,,,,,,,99,29.257653536186396,11,,,90.1909,46.1818,10^-20.3879,78.604,111.163,0.000122699,0.000173523,,0
820,1,816,Bacteroides uniformis,"",bacteria,false,251780.09983891895,100,100,18.618506795754982,7,,,99.406,144.571,10^-84.9461,,,,,64.04485893039985,10.639146740431418,4,,,95.25,36.25,10^-16.7523,78.604,111.163,0.000122699,0.000173523,,0
392838,1,816,Bacteroides propionicifaciens,"",bacteria,false,157991.32909540655,100,,,,,,,,,,,,,100,15.958720110647127,6,,,85.0333,42.1667,10^-15.0212,,,,,,0
246787,1,816,Bacteroides cellulosilyticus,"",bacteria,false,157991.32909540655,100,100,15.958720110647127,6,,,99.5433,139.667,10^-81.8578,,,,,,,,,,,,,,,,,,0
469588,1,816,Bacteroides sp. 2_1_22,"",bacteria,false,105634.12166009418,80.23284994049618,,,,,,,,,,,,,80.23284994049618,13.298933425539271,5,,,98.2,43.8,10^-21.4501,78.604,111.163,0.000122699,0.000173523,,0
818,1,816,Bacteroides thetaiotaomicron,"",bacteria,false,93788.77074351237,100,64.04485893039985,10.639146740431418,4,,,99.6575,112.5,10^-63.546,78.604,111.163,0.000122699,0.000173523,100,2.6597866851078544,1,,,96.9,32.0,10^-12.7011,,,,,,0
329854,1,816,Bacteroides intestinalis,"",bacteria,false,78995.66454770327,100,100,7.979360055323563,3,,,99.5433,146.0,10^-86.1834,,,,,,,,,,,,,,,,,,0
2650157,1,816,Bacteroides sp. HF-5287,"",bacteria,false,52663.77636513552,100,100,5.319573370215709,2,,,99.6575,142.0,10^-83.6797,,,,,,,,,,,,,,,,,,0
469589,1,816,Bacteroides sp. 2_1_33B,"",bacteria,false,52663.77636513552,100,,,,,,,,,,,,,100,5.319573370215709,2,,,83.15,47.5,10^-18.009,,,,,,0
457390,1,816,Bacteroides sp. 3_1_23,"",bacteria,false,52663.77636513552,100,,,,,,,,,,,,,100,5.319573370215709,2,,,96.7,30.0,10^-12.1024,,,,,,0
2650158,1,816,Bacteroides sp. HF-5141,"",bacteria,false,26331.88818256776,100,100,2.6597866851078544,1,,,97.26,146.0,10^-81.6089,,,,,,,,,,,,,,,,,,0
1262744,1,816,Bacteroides sp. CAG:633,"",bacteria,false,26331.88818256776,100,,,,,,,,,,,,,100,2.6597866851078544,1,,,100.0,48.0,10^-23.7696,,,,,,0
457387,1,816,Bacteroides sp. 1_1_30,"",bacteria,false,26331.88818256776,100,,,,,,,,,,,,,100,2.6597866851078544,1,,,92.3,39.0,10^-16.3063,,,,,,0
162156,1,816,uncultured Bacteroides sp.,"",bacteria,false,26331.88818256776,100,100,2.6597866851078544,1,,,100.0,146.0,10^-87.0984,,,,,,,,,,,,,,,,,,0
