tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids,known_pathogen
816,2,816,Bacteroides,"",bacteria,false,3330748992.998945,99,99,274575.6209839839,11452,177,1475,99.445,200.861,10^-91.7204,641.849,907.711,0.00168634,0.00238485,99,267838.30440203316,11171,170,1159,99.3227,48.3339,10^-24.3517,320.924,453.855,0.00084317,0.00119242,"[817, 818, 28116, 47678, 371601, 46506, 820, 469589, 674529, 2715212, 2763022, 1796613, 338188, 246787, 85831, 329854, 291644, 2650158, 469588, 28111, 310300, 2162637, 871325, 585544, 469590, 469585, 1841855, 1131818, 1263054, 2755405, 2650157, 290053, 28119, 28113, 2292937, 469592, 457392, 2785531, 2292938, 1263050, 1263046, 2787080, 2528203, 2292953, 1739298, 1470345, 1263052, 1263047, 1133319, 1131821, 1078089, 871324, 626930, 626929, 556259, 477666, 469593, 457391, 457387, 2447885, 2302937, 2292193, 1965620, 1917883, 1907658, 1903262, 1739319, 1263044, 1262746, 1262743, 1262741, 457390, 457389, 291645, 162156]",0
817,1,816,Bacteroides fragilis,"",bacteria,false,3330748992.998945,100,99,179318.11642850292,7479,142,1214,99.645,229.307,10^-97.5219,320.924,453.855,0.00084317,0.00119242,100,158914.35695789778,6628,133,753,99.5888,48.7068,10^-24.725,,,,,,0
818,1,816,Bacteroides thetaiotaomicron,"",bacteria,false,1314524791.4069242,100,100,69195.35820466098,2886,28,196,99.3621,147.924,10^-82.6946,,,,,100,63584.92375563441,2652,22,124,99.6362,46.7496,10^-23.1723,,,,,,0
28116,1,816,Bacteroides ovatus,"",bacteria,false,213778603.37940028,100,76.00832692160695,9830.248393593556,410,3,12,99.0087,139.913,10^-76.984,320.924,453.855,0.00084317,0.00119242,100,14121.990984942937,589,4,47,98.4829,46.0241,10^-22.0646,,,,,,0
47678,1,816,Bacteroides caccae,"",bacteria,false,180871775.19900256,100,100,8559.508967104632,357,,,99.3917,133.793,10^-74.6729,,,,,100,9710.367315622902,405,2,74,97.3436,60.6886,10^-32.6333,,,,,,0
371601,1,816,Bacteroides xylanisolvens,"",bacteria,false,62348600.30276965,100,100,3860.1707106550302,161,2,30,98.1007,153.841,10^-79.2842,,,,,43.263933867522745,5634.4106646206965,235,,,98.9704,41.4794,10^-19.3647,320.924,453.855,0.00084317,0.00119242,,0
46506,1,816,Bacteroides stercoris,"",bacteria,false,40826699.91368563,100,100,23.976215594130622,1,,,98.63,146.0,10^-84.3536,,,,,100,4099.932866596337,171,3,70,98.8593,49.2128,10^-25.926,,,,,,0
820,1,816,Bacteroides uniformis,"",bacteria,false,28009015.05706339,100,100,455.5480962884818,19,,,95.6,126.438,10^-65.6877,,,,,100,2373.6453438189315,99,,,98.8828,40.908,10^-18.0788,,,,,,0
469589,1,816,Bacteroides sp. 2_1_33B,"",bacteria,false,20175985.42246092,100,,,,,,,,,,,,,100,2037.978325501103,85,2,75,98.8069,73.7887,10^-47.5229,,,,,,0
674529,1,816,Bacteroides faecis,"",bacteria,false,9257216.840893833,100,,,,,,,,,,,,,100,935.0724081710943,39,1,4,96.2481,52.1034,10^-24.6254,,,,,,0
2715212,1,816,Bacteroides sp. CBA7301,"",bacteria,false,6883571.497074901,100,100,647.3578210415268,27,1,19,88.0593,265.083,10^-81.2091,,,,,100,47.952431188261244,2,,,75.7,37.0,10^-8.32148,,,,,,0
2763022,1,816,Bacteroides sp. M10,"",bacteria,false,6646206.962693009,100,100,671.3340366356574,28,,,97.2128,134.125,10^-72.3617,,,,,,,,,,,,,,,,,,0
1796613,1,816,Bacteroides caecimuris,"",bacteria,false,6171477.893929222,100,100,431.5718806943512,18,,,95.3178,128.571,10^-60.997,,,,,100,191.80972475304497,8,,,85.792,46.5,10^-19.0342,,,,,,0
338188,1,816,Bacteroides finegoldii,"",bacteria,false,6171477.893929222,100,,,,,,,,,,,,,100,623.3816054473962,26,,,99.6611,36.3333,10^-14.0474,,,,,,0
246787,1,816,Bacteroides cellulosilyticus,"",bacteria,false,5459384.290783542,100,100,167.83350915891435,7,,,97.5327,119.286,10^-66.1288,,,,,100,383.61944950608995,16,,,99.8688,40.4375,10^-18.2077,,,,,,0
85831,1,816,Bacteroides acidifaciens,"",bacteria,false,5222019.75640165,100,,,,,,,,,,,,,100,527.4767430708737,22,1,4,98.0,38.5455,10^-16.0356,,,,,,0
329854,1,816,Bacteroides intestinalis,"",bacteria,false,3797832.5501102903,100,100,23.976215594130622,1,,,88.393,112.0,10^-46.0424,,,,,100,359.6432339119593,15,,,96.47,41.8,10^-18.8397,,,,,,0
291644,1,816,Bacteroides salyersiae,"",bacteria,false,3797832.5501102903,100,,,,,,,,,,,,,100,383.61944950608995,16,,,99.5636,35.0,10^-13.4805,,,,,,0
2650158,1,816,Bacteroides sp. HF-5141,"",bacteria,false,3323103.4813465043,100,100,335.6670183178287,14,1,4,92.7956,120.071,10^-52.3946,,,,,,,,,,,,,,,,,,0
469588,1,816,Bacteroides sp. 2_1_22,"",bacteria,false,2848374.412582718,100,,,,,,,,,,,,,100,287.71458712956746,12,,,98.6111,46.6667,10^-23.2915,,,,,,0
28111,1,816,Bacteroides eggerthii,"",bacteria,false,2848374.412582718,100,,,,,,,,,,,,,100,287.71458712956746,12,,,99.7375,40.75,10^-17.3448,,,,,,0
310300,1,816,Bacteroides pyogenes,"",bacteria,false,2611009.878200825,100,,,,,,,,,,,,,100,263.73837153543684,11,,,94.6222,36.7778,10^-12.7418,,,,,,0
2162637,1,816,Bacteroides sp. PHL 2737,"",bacteria,false,2373645.3438189314,100,100,239.76215594130622,10,,,96.3199,149.889,10^-72.0119,,,,,,,,,,,,,,,,,,0
