tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids,known_pathogen
10912,2,10912,Rotavirus,"",viruses,false,16565392166.027859,100,100,828830.5132280078,17732,11,17637,99.1187,2132.79,10^-285.022,,,,,100,827848.9296064317,17711,11,17637,99.2039,698.099,10^-302.917,,,,,"[28875, 36427, 1906931]",2
28875,1,10912,Rotavirus A,"",viruses,false,16565392166.027859,100,100,828783.7711507899,17731,11,17637,99.1187,2132.93,10^-285.038,,,,,100,827755.4454519959,17709,11,17637,99.2049,698.189,10^-302.957,,,,,,1
36427,1,10912,Rotavirus C,"",viruses,false,934841.5443582312,100,,,,,,,,,,,,,100,93.48415443582313,2,,,92.0,25.0,10^-5.24336,,,,,,1
1906931,1,10912,Human rotavirus,"",viruses,false,467420.7721791156,100,100,46.742077217911564,1,,,100.0,78.0,10^-40.71,,,,,,,,,,,,,,,,,,0
2316020,2,2316020,Mediterraneibacter,"",bacteria,false,3206833.6916892584,99,,,,,,,,,,,,,99,327.19454052538094,7,1,6,90.44,67.6,10^-37.6088,320.924,453.855,0.00084317,0.00119242,[33039],0
33039,1,2316020,[Ruminococcus] torques,"",bacteria,false,3206833.6916892584,99,,,,,,,,,,,,,99,327.19454052538094,7,1,6,90.44,67.6,10^-37.6088,320.924,453.855,0.00084317,0.00119242,,0
561,2,561,Escherichia,"",bacteria,false,2844110.2007815214,99,22.588125395436556,186.96830887164626,4,,,100.0,94.6667,10^-52.0627,962.773,1361.57,0.00252951,0.00357727,99,280.4524633074694,6,,,100.0,31.5,10^-13.7471,320.924,453.855,0.00084317,0.00119242,[562],1
562,1,561,Escherichia coli,"",bacteria,false,2844110.2007815214,99,22.588125395436556,186.96830887164626,4,,,100.0,94.6667,10^-52.0627,962.773,1361.57,0.00252951,0.00357727,99,280.4524633074694,6,,,100.0,31.5,10^-13.7471,320.924,453.855,0.00084317,0.00119242,,1
1663717,2,1663717,Herbinix,"",bacteria,false,2804524.633074694,100,100,280.4524633074694,6,1,6,93.365,211.0,10^-83.9706,,,,,,,,,,,,,,,,,[1679721],0
1679721,1,1663717,Herbinix luporum,"",bacteria,false,2804524.633074694,100,100,280.4524633074694,6,1,6,93.365,211.0,10^-83.9706,,,,,,,,,,,,,,,,,,0
2719313,2,2719313,Enterocloster,"",bacteria,false,1869683.0887164625,100,100,186.96830887164626,4,,,98.2858,121.5,10^-67.2878,,,,,,,,,,,,,,,,,[208479],0
208479,1,2719313,Enterocloster bolteae,"",bacteria,false,1869683.0887164625,100,100,186.96830887164626,4,,,98.2858,121.5,10^-67.2878,,,,,,,,,,,,,,,,,,0
909656,2,909656,Phocaeicola,"",bacteria,false,1869683.0887164625,100,100,186.96830887164626,4,,,100.0,144.0,10^-85.732,,,,,-100,0.0,0,,,0,0,10^0,320.924,453.855,0.00084317,0.00119242,[821],0
821,1,909656,Phocaeicola vulgatus,"",bacteria,false,1869683.0887164625,100,100,186.96830887164626,4,,,100.0,144.0,10^-85.732,,,,,-100,0.0,0,,,0,0,10^0,320.924,453.855,0.00084317,0.00119242,,0
162289,2,162289,Peptoniphilus,"",bacteria,false,1869683.0887164625,100,100,186.96830887164626,4,,,93.617,47.0,10^-15.5412,,,,,,,,,,,,,,,,,[1912856],0
