tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids,known_pathogen
-200,2,-200,all taxa with neither family nor genus classification,,,false,3980528267.0836115,99,99,477327.2352823678,692998,2138,511730,97.3846,383.822,10^-148.179,2086.01,2950.06,0.00548061,0.00775075,99,85397.05061887411,123982,456,102192,73.3825,79.6793,10^-28.5676,2246.47,3176.99,0.00590219,0.00834696,"[77133, 155900, 1400053, 198431, 239364, 1852815, 2094242, 723562, -100, 1393376, 1768112, 1898207, 1701325, 1768115, 97142, 1768113, 1635283, 2109688, 747268, 1263026, 344338, 1624753, 2751154, 1899017, 1635276, 172733, 2053607, 2292889, 710825, 2710922, 136703, 2717699, 710741, 1852816, 1457711, 1393662, 194843, 115547, 1393678, 710997, 667135, 2043162, 295350, 1897032, 710980, 542438, 460511, 2093792, 526643, 1781574, 1452364, 1263002, 2731377, 345727, 325465, 710831, 152507, 417305, 152509, 710995, 1263013, 526652, 1393675, 100272, 1343841, 1974552, 2044939, 710836, 1263030, 1263006, 1343837, 710994, 1262999, 152704, 358574, 2080452, 713059, 1768114, 2026887, 1625794, 1923349, 1497953, 1852900, 1263003, 1945890, 208544, 1263007, 713053, 1256574, 2320113, 1701326, 2026735, 710731, 2653183, 1635280, 710833, 2320097, 723601, 1897035, 1262992, 1798342, 1974805, 1393639, 245012, 1701324, 1977087, 1130994, 245014, 1897045, 1945891, 360427, 1256570, 1343843, 710732, 1343849, 710728, 292509, 2302989, 1393670, 243899, 2697043, 253830, 1852880, 1852832, 1263000, 2053493, 1974577, 1897031, 384638, 710829, 1974810, 1897049, 723590, 710804, 156588, 2486578, 710834, 1797984, 1635289, 1263029, 1883427, 2572087, 2017184, 1897043, 1852808, 710820, 2021391, 1690483, 1659195, 1627821, 1263017, 723585, 212695, 190966, 180361, 34034, 2052143, 1343844, 457421, 2250254, 2053521, 2052159, 2026720, 2013827, 1978231, 1834205, 1820007, 1688776, 1635272, 1618911, 1495144, 1263004, 1262993, 710790, 710789, 710736, 325463, 239730, 86473, 40856, 1879010, 1869227, 1624973, 1618676, 1471918, 710740, 98590, 45202, 2528023, 2497867, 2491044, 2488809, 2292884, 2026724, 2017149, 2005715, 1974771, 1974625, 1911683, 1898104, 1897048, 1897044, 1848755, 1801726, 1715004, 1701356, 1626301, 1624536, 1620410, 1619063, 1618995, 1528098, 1393435, 1263023, 1263020, 1131827, 713037, 710730, 542511, 526693, 447826, 257386, 120965, 56765, 2725268, 2292897, 2292891, 2017212, 1974631, 1936017, 1897030, 1897028, 1897027, 1852894, 1633201, 1626881, 1343840, 1263021, 768505, 723618, 710990, 710978, 710828, 651591, 526670, 526659, 171953, 2707344, 2447898, 2282149, 2202144, 2202143, 2053306, 2026742, 2017202, 2013843, 2013771, 2013760, 2013698, 1948890, 1895922, 1852888, 1820006, 1820005, 1817821, 1802624, 1802368, 1801877, 1798571, 1797706, 1797344, 1643353, 1637487, 1627142, 1626701, 1626205, 1619070, 1588753, 1497954, 1393661, 1393521, 1393515, 1393434, 1343847, 1343846, 1263019, 1263001, 1262989, 1256590, 1130997, 749262, 723580, 698383, 671231, 670174, 569507, 542390, 526674, 526653, 360281, 357894, 325468, 280772, 278008, 257400, 254748, 244328, 199737, 179883, 166587, 91750, 86027, 70516, 38145, 38018, 1211, 2575572, 2320122, 2306574, 2292899, 2175495, 2053582, 2049428, 2014281, 2013741, 1970532, 1968527, 1913989, 1897038, 1897029, 1895721, 1895718, 1891241, 1862950, 1862133, 1852903, 1848754, 1817740, 1801835, 1797699, 1797620, 1797491, 1650658, 1633200, 1626382, 1619040, 1618662, 1609546, 1540872, 1478050, 1469502, 1425145, 1393460, 1343839, 1164068, 1151636, 1151627, 1054217, 723604, 723595, 713057, 710977, 710813, 710808, 671236, 662657, 569451, 557491, 542504, 526673, 526662, 511456, 360424, 325466, 212696, 207831, 198240, 180383, 175646, 171245, 155098, 152508, 138759, 120858, 113268, 110425]",0
77133,1,-200,uncultured bacterium,"",bacteria,false,3980528267.0836115,100,99,374323.4400721848,543454,1487,356223,98.8502,353.897,10^-147.817,2086.01,2950.06,0.00548061,0.00775075,100,31493.35666021504,45723,100,35818,72.619,82.4334,10^-31.7073,,,,,,0
155900,1,-200,uncultured organism,"",,false,251477170.1921024,100,100,25401.734362838626,36879,149,23424,97.7985,270.946,10^-146.353,,,,,,,,,,,,,,,,,,0
1400053,1,-200,Bacteroidales bacterium CF,"",bacteria,false,118200202.50304787,100,100,11939.41439424726,17334,19,16901,85.7141,948.607,10^-127.975,,,,,,,,,,,,,,,,,,0
198431,1,-200,uncultured prokaryote,"",,false,100409483.2039564,100,100,6565.506980844865,9532,19,8161,92.5293,251.318,10^-89.2312,,,,,100,3576.8650599588104,5193,8,4315,81.8433,68.9292,10^-30.7447,,,,,,0
239364,1,-200,uncultured human fecal virus,"",viruses,false,84146215.46599808,100,100,8499.61772383819,12340,23,11957,94.0957,541.884,10^-203.56,,,,,,,,,,,,,,,,,,0
1852815,1,-200,Bacteroidetes bacterium ADurb.BinA012,"",bacteria,false,80293900.80105798,99,,,,,,,,,,,,,99,8192.41922263626,11894,32,9698,78.2719,84.3995,10^-36.5938,320.924,453.855,0.00084317,0.00119242,,0
2094242,1,-200,Victivallales bacterium CCUG 44730,"",bacteria,false,73454054.53806576,100,100,7418.223896737221,10770,34,10316,89.182,613.777,10^-184.878,,,,,100,1.3775717542687504,2,,,75.0,48.0,10^-18.1456,,,,,,0
723562,1,-200,uncultured gamma proteobacterium HF0010_20H22,"",bacteria,false,69628606.65504915,100,100,7033.192591419105,10211,4,8785,87.9902,141.868,10^-38.8683,,,,,,,,,,,,,,,,,,0
-100,1,-200,all taxa with neither family nor genus classification,,,false,66940837.42586942,99,,,,,,,,,,,,,99,6830.000757664465,9916,,,81.3575,39.4994,10^-11.7249,962.773,1361.57,0.00252951,0.00357727,,0
