tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids,known_pathogen
816,2,816,Bacteroides,"",bacteria,false,3073113384.644265,99,99,206041.54933984106,13171,311,2129,99.3465,218.615,10^-93.547,235.812,333.488,0.000368098,0.000520569,99,197875.60227770478,12649,309,1874,98.7613,50.0632,10^-25.3145,235.812,333.488,0.000368098,0.000520569,"[817, 820, 818, 47678, 28116, 371601, 2528203, 2785531, 2755405, 246787, 46506, 338188, 2650157, 469590, 291644, 329854, 162156, 2162637, 457391, 1263055, 585543, 626929, 290053, 310300, 2763022, 2292930, 28113, 457393, 85831, 2715212, 291645, 1263052, 674529, 469593, 871325, 871324, 1796613, 2763023, 2516960, 1347393, 1263056, 1262749, 392838, 28111, 2763025, 1965632, 1263042, 626930, 556258, 457395, 457390, 28119, 2746063, 2650158, 2302938, 2302936, 2292955, 2292953, 1897051, 1739298, 1297750, 1263047, 1263039, 1262754, 1262752, 1262744, 1133319, 626931, 477666, 469589, 469585, 457394, 457387, 469588, 2739389, 2697504, 2447885, 2302935, 2292952, 2292949, 2292933, 2292927, 2292926, 2292924, 2292920, 2292002, 1965620, 1965613, 1871006, 1263049, 1263046, 1263040, 1262746, 1262737, 691816, 556259, 469592, 457392, 93975, 29523]",0
817,1,816,Bacteroides fragilis,"",bacteria,false,3073113384.644265,100,100,166901.3203178775,10669,298,2065,99.4625,237.356,10^-97.5745,,,,,100,143514.17308053313,9174,291,1466,99.08,49.0287,10^-24.7735,,,,,,0
820,1,816,Bacteroides uniformis,"",bacteria,false,374965365.1210813,100,100,16410.11200800951,1049,6,26,99.2375,140.335,10^-77.1835,,,,,99,21681.997371879108,1386,6,26,99.0086,44.099,10^-20.9015,78.604,111.163,0.000122699,0.000173523,,0
818,1,816,Bacteroides thetaiotaomicron,"",bacteria,false,128249014.45466492,100,99,6100.994931481134,390,4,16,99.0146,134.186,10^-73.4599,78.604,111.163,0.000122699,0.000173523,100,6914.460922345285,442,4,20,98.624,42.4623,10^-19.4685,,,,,,0
47678,1,816,Bacteroides caccae,"",bacteria,false,118101839.68462549,100,100,3535.44834490958,226,,,98.8216,133.536,10^-73.6581,,,,,99,8478.818597084037,542,1,330,96.5405,102.676,10^-62.1167,78.604,111.163,0.000122699,0.000173523,,0
28116,1,816,Bacteroides ovatus,"",bacteria,false,114140229.02196358,100,100,4912.083098679682,314,,,99.2038,130.24,10^-73.2239,,,,,100,6617.232964144922,423,3,14,98.9483,43.3422,10^-20.0355,,,,,,0
371601,1,816,Bacteroides xylanisolvens,"",bacteria,false,40731180.77717289,100,100,1095.0503723171266,70,,,98.1564,134.6,10^-74.2241,,,,,100,3019.210312245792,193,2,8,97.5454,42.129,10^-19.3777,,,,,,0
2528203,1,816,Bacteroides sp. A1C1,"",bacteria,false,20133283.273887742,100,100,2033.664977160378,130,,,98.7084,140.823,10^-76.9984,,,,,,,,,,,,,,,,,,0
2785531,1,816,Bacteroides sp. HF-162,"",bacteria,false,16880983.668105878,100,100,1705.14986546524,109,,,98.9179,139.457,10^-76.0941,,,,,,,,,,,,,,,,,,0
2755405,1,816,Bacteroides sp. CACC 737,"",bacteria,false,15332269.57011451,100,100,1517.4269444965896,97,,,98.7204,124.453,10^-69.6191,,,,,100,31.287153494775044,2,,,98.95,48.0,10^-21.4605,,,,,,0
246787,1,816,Bacteroides cellulosilyticus,"",bacteria,false,9911770.227144735,100,100,187.72292096865027,12,,,94.0949,120.091,10^-56.9498,,,,,100,813.4659908641512,52,,,96.5996,39.92,10^-17.3833,,,,,,0
46506,1,816,Bacteroides stercoris,"",bacteria,false,6969213.440961141,100,,,,,,,,,,,,,100,703.9609536324385,45,,,98.7655,42.1463,10^-19.6661,,,,,,0
338188,1,816,Bacteroides finegoldii,"",bacteria,false,6659470.621362868,100,,,,,,,,,,,,,100,672.6738001376634,43,,,97.161,41.7381,10^-18.7147,,,,,,0
2650157,1,816,Bacteroides sp. HF-5287,"",bacteria,false,5265627.93317064,100,100,531.8816094111758,34,1,14,94.3077,291.867,10^-181.681,,,,,,,,,,,,,,,,,,0
469590,1,816,Bacteroides sp. 2_2_4,"",bacteria,false,3871785.2449784116,100,,,,,,,,,,,,,100,391.08941868468804,25,1,4,99.5042,44.8333,10^-21.3708,,,,,,0
291644,1,816,Bacteroides salyersiae,"",bacteria,false,3871785.2449784116,100,,,,,,,,,,,,,100,391.08941868468804,25,1,6,98.5678,49.36,10^-25.9968,,,,,,0
329854,1,816,Bacteroides intestinalis,"",bacteria,false,3562042.425380139,100,100,31.287153494775044,2,,,93.9775,139.5,10^-70.9933,,,,,100,328.515111695138,21,,,94.3095,38.9048,10^-16.2191,,,,,,0
