tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids,known_pathogen
816,2,816,Bacteroides,"",bacteria,false,364752724.22464377,99,99,37224.71995732683,977,4,959,95.7757,1235.98,10^-290.67,235.812,333.488,0.000368098,0.000520569,99,25984.91198658843,682,3,649,96.5634,145.755,10^-96.7877,235.812,333.488,0.000368098,0.000520569,"[28116, 469588, 817, 371601, 2715212, 162156, 47678, 457390, 291645, 28111, 2650157, 1841855, 457391, 329854, 1796613, 820]",0
28116,1,816,Bacteroides ovatus,"",bacteria,false,364752724.22464377,100,100,36843.70951764078,967,4,959,95.8033,1247.6,10^-293.026,,,,,,,,,,,,,,,,,,0
469588,1,816,Bacteroides sp. 2_1_22,"",bacteria,false,234139564.124057,99,,,,,,,,,,,,,99,23889.35456831517,627,1,627,97.368,152.0,10^-101.932,78.604,111.163,0.000122699,0.000173523,,0
817,1,816,Bacteroides fragilis,"",bacteria,false,5280804.694048617,100,100,114.30313190581423,3,,,97.4887,144.667,10^-81.1554,,,,,100,419.11148365465215,11,1,5,95.8641,59.5455,10^-28.4959,,,,,,0
371601,1,816,Bacteroides xylanisolvens,"",bacteria,false,3394803.017602682,100,,,,,,,,,,,,,100,342.90939571744264,9,,,78.9667,44.6667,10^-13.8096,,,,,,0
2715212,1,816,Bacteroides sp. CBA7301,"",bacteria,false,1508801.341156748,100,100,76.20208793720948,2,,,94.798,144.5,10^-75.7808,,,,,100,76.20208793720948,2,,,100.0,37.0,10^-14.4815,,,,,,0
162156,1,816,uncultured Bacteroides sp.,"",bacteria,false,1508801.341156748,100,100,38.10104396860474,1,,,94.656,131.0,10^-67.2461,,,,,100,114.30313190581423,3,,,78.4667,48.0,10^-15.6855,,,,,,0
47678,1,816,Bacteroides caccae,"",bacteria,false,1478024.1478433064,19.592031204189606,,,,,,,,,,,,,19.592031204189606,762.0208793720948,20,1,17,87.5701,122.35,10^-73.2609,78.604,111.163,0.000122699,0.000173523,,0
457390,1,816,Bacteroides sp. 3_1_23,"",bacteria,false,754400.670578374,100,,,,,,,,,,,,,100,76.20208793720948,2,,,74.4,43.0,10^-14.1409,,,,,,0
291645,1,816,Bacteroides nordii,"",bacteria,false,754400.670578374,100,,,,,,,,,,,,,100,76.20208793720948,2,,,100.0,31.0,10^-11.7747,,,,,,0
28111,1,816,Bacteroides eggerthii,"",bacteria,false,754400.670578374,100,,,,,,,,,,,,,100,76.20208793720948,2,,,73.7,38.0,10^-9.88273,,,,,,0
