tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids,known_pathogen
-200,2,-200,all taxa with neither family nor genus classification,,,false,1243973076.9230769,99,99,150000.0,39,,,98.1169,139.513,10^-79.1151,14427.6,17162.3,0.0317811,0.0421936,99,73076.92307692308,19,,,81.0632,42.4737,10^-14.2615,3014.55,3445.96,0.00694643,0.00945252,"[77133, 1768115, 2832643, 1768114, 2030927, 1768112, 155900, 2358460, 2053615, 2026735, 1802344, 1623449, 1393376, 671231, 220137]",0
77133,1,-200,uncultured bacterium,"",bacteria,false,1243973076.9230769,99,99,119230.76923076923,31,,,99.3359,138.903,10^-80.9694,5695.44,6049.99,0.0124245,0.0140946,99,7692.307692307692,2,,,67.55,41.0,10^-7.1744,330.761,739.604,0.00114068,0.00255065,,0
1768115,1,-200,bacterium F082,"",bacteria,false,152307692.30769232,100,,,,,,,,,,,,,100,15384.615384615385,4,,,81.125,47.5,10^-17.3815,,,,,,0
2832643,1,-200,Caudoviricetes sp.,"",viruses,false,151165384.61538464,100,100,3846.153846153846,1,,,84.553,123.0,10^-45.3155,,,,,99,11538.461538461539,3,,,84.9333,34.3333,10^-10.724,618.48,990.526,0.000930064,0.00129024,,0
1768114,1,-200,bacterium F083,"",bacteria,false,114230769.23076923,100,,,,,,,,,,,,,100,11538.461538461539,3,,,90.9,44.0,10^-19.1671,,,,,,0
2030927,1,-200,Bacteroidales bacterium,"",bacteria,false,76153846.15384616,100,100,7692.307692307692,2,,,100.0,146.0,10^-87.0984,,,,,,,,,,,,,,,,,,0
1768112,1,-200,bacterium P201,"",bacteria,false,76153846.15384616,100,,,,,,,,,,,,,100,7692.307692307692,2,,,85.4,48.0,10^-17.5754,,,,,,0
155900,1,-200,uncultured organism,"",,false,75392307.6923077,99,99,7692.307692307692,2,,,99.6575,146.0,10^-86.4122,447.78,613.265,0.00102224,0.00165422,,,,,,,,,,,,,,0
2358460,1,-200,Nitrospirales bacterium,"",bacteria,false,38076923.07692308,100,,,,,,,,,,,,,100,3846.153846153846,1,,,75.9,29.0,10^-7.66555,,,,,,0
2053615,1,-200,Spirochaetia bacterium,"",bacteria,false,38076923.07692308,100,,,,,,,,,,,,,100,3846.153846153846,1,,,73.0,37.0,10^-5.99568,,,,,,0
2026735,1,-200,Deltaproteobacteria bacterium,"",bacteria,false,38076923.07692308,100,,,,,,,,,,,,,100,3846.153846153846,1,,,93.5,46.0,10^-23.5302,,,,,,0
1802344,1,-200,Tenericutes bacterium GWA2_35_7,"",bacteria,false,38076923.07692308,100,,,,,,,,,,,,,100,3846.153846153846,1,,,85.4,48.0,10^-21.4559,,,,,,0
1623449,1,-200,Methylophilales bacterium MBRSG12,"",bacteria,false,38076923.07692308,100,100,3846.153846153846,1,,,83.824,136.0,10^-50.0752,,,,,,,,,,,,,,,,,,0
1393376,1,-200,uncultured bacterium Contig11,"",bacteria,false,38076923.07692308,100,100,3846.153846153846,1,,,89.041,146.0,10^-65.1404,,,,,,,,,,,,,,,,,,0
671231,1,-200,TM7 phylum sp. oral taxon 348,"",bacteria,false,38076923.07692308,100,,,,,,,,,,,,,100,3846.153846153846,1,,,54.5,44.0,10^-3.62342,,,,,,0
220137,1,-200,uncultured Mollicutes bacterium,"",bacteria,false,38076923.07692308,100,100,3846.153846153846,1,,,90.411,146.0,10^-67.8852,,,,,,,,,,,,,,,,,,0
561,2,561,Escherichia,"",bacteria,false,753923076.923077,99,99,46153.846153846156,12,,,99.7992,135.5,10^-79.7056,675.053,1012.72,0.00128402,0.0018074,99,30769.23076923077,8,,,98.75,38.25,10^-18.0674,1239.85,1981.8,0.0021878,0.00300034,[562],1
562,1,561,Escherichia coli,"",bacteria,false,753923076.923077,99,99,46153.846153846156,12,,,99.7992,135.5,10^-79.7056,675.053,1012.72,0.00128402,0.0018074,99,30769.23076923077,8,,,98.75,38.25,10^-18.0674,1239.85,1981.8,0.0021878,0.00300034,,1
2974251,2,2974251,Segatella,"",bacteria,false,692307692.3076924,100,100,57692.307692307695,15,,,99.3578,145.8,10^-85.6808,,,,,100,11538.461538461539,3,,,65.9667,48.0,10^-10.65,,,,,[165179],0
165179,1,2974251,Segatella copri,"",bacteria,false,692307692.3076924,100,100,57692.307692307695,15,,,99.3578,145.8,10^-85.6808,,,,,100,11538.461538461539,3,,,65.9667,48.0,10^-10.65,,,,,,0
216851,2,216851,Faecalibacterium,"",bacteria,false,416188461.53846157,100,99,42307.692307692305,11,,,99.8755,138.364,10^-81.6357,454.545,1016.39,0.00052356,0.00117072,100,11538.461538461539,3,,,97.2,47.3333,10^-22.5432,,,,,"[853, 411483]",0
