tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids,known_pathogen
10912,2,10912,Rotavirus,"",viruses,false,18140723294.803062,100,100,909904.2424618055,293617,10,288527,98.9211,2200.44,10^-243.254,,,,,100,908125.4454739843,293043,10,288527,98.9115,716.674,10^-291.962,,,,,"[28875, 1906931, 10937, 1340801, 36427, 28327, 10921]",2
28875,1,10912,Rotavirus A,"",viruses,false,18140723294.803062,100,100,909042.7345130001,293339,10,288527,98.9203,2202.26,10^-243.406,,,,,100,905029.5949673061,292044,10,288527,98.911,718.823,10^-292.831,,,,,,1
1906931,1,10912,Human rotavirus,"",viruses,false,39015773.652731724,100,100,861.507948805355,278,,,99.8205,121.653,10^-70.2014,,,,,100,3040.0694164678175,981,,,99.416,41.1827,10^-19.032,,,,,,0
10937,1,10912,Equine rotavirus,"",viruses,false,278905.45105209335,100,,,,,,,,,,,,,100,27.890545105209334,9,,,100.0,33.8,10^-13.4187,,,,,,0
1340801,1,10912,Bat rotavirus,"",viruses,false,92968.48368403112,100,,,,,,,,,,,,,100,9.296848368403111,3,,,67.4,43.0,10^-3.28651,,,,,,0
36427,1,10912,Rotavirus C,"",viruses,false,61978.98912268741,100,,,,,,,,,,,,,100,6.197898912268741,2,,,87.5,24.0,10^-3.21824,,,,,,1
28327,1,10912,Murine rotavirus,"",viruses,false,61978.98912268741,100,,,,,,,,,,,,,100,6.197898912268741,2,,,78.6,28.0,10^-3.41454,,,,,,0
10921,1,10912,Feline rotavirus,"",viruses,false,61978.98912268741,100,,,,,,,,,,,,,100,6.197898912268741,2,,,54.4,85.5,10^-15.2784,,,,,,0
561,2,561,Escherichia,"",bacteria,false,190194496.2657659,99,99,14323.34438625306,4622,2,4497,99.9754,2380.72,10^-301.274,962.773,1361.57,0.00252951,0.00357727,99,5082.277108060368,1640,1,1555,99.9457,128.37,10^-88.5896,320.924,453.855,0.00084317,0.00119242,[562],1
562,1,561,Escherichia coli,"",bacteria,false,190194496.2657659,99,99,14323.34438625306,4622,2,4497,99.9754,2380.72,10^-301.274,962.773,1361.57,0.00252951,0.00357727,99,5082.277108060368,1640,1,1555,99.9457,128.37,10^-88.5896,320.924,453.855,0.00084317,0.00119242,,1
6281,2,6281,Onchocerca,"",eukaryota,false,91171092.99947318,100,,,,,,,,,,,,,100,9117.109299947319,2942,1,2942,73.551,276.0,10^-125.697,,,,,[42157],0
42157,1,6281,Onchocerca ochengi,"",eukaryota,false,91171092.99947318,100,,,,,,,,,,,,,100,9117.109299947319,2942,1,2942,73.551,276.0,10^-125.697,,,,,,0
1301,2,1301,Streptococcus,"",bacteria,false,4439963.684199341,99,99,771.6384145774582,249,5,191,97.9973,424.787,10^-227.885,1564.75,1417.95,0.00818037,0.00202941,46.61612726195365,756.1436672967864,244,4,179,91.8762,91.1514,10^-54.5889,7541.72,10665.6,0.0198145,0.0280219,"[1304, 1311, 1307, 102684, 1308, 1338, 78535, 1313, 1314, 83427, 1316411, 315405, 1305, 1336, 1328]",7
1304,1,1301,Streptococcus salivarius,"",bacteria,false,4439963.684199341,100,100,440.0508227710806,142,3,123,97.7446,425.064,10^-241.958,,,,,72.21717792788998,24.791595649074964,8,,,100.0,42.0,10^-17.1416,160.462,226.928,0.000421585,0.000596211,,0
1311,1,1301,Streptococcus agalactiae,"",bacteria,false,2425558.091167418,99,99,213.82751247327155,69,1,56,99.1668,549.459,10^-254.933,481.386,680.783,0.00126476,0.00178863,58.5438090329023,120.85902878924044,39,1,30,83.7421,58.4848,10^-25.3188,962.773,1361.57,0.00252951,0.00357727,,1
1307,1,1301,Streptococcus suis,"",bacteria,false,772288.6248176398,99,,,,,,,,,,,,,99,167.343270631256,54,1,53,91.6761,151.865,10^-97.8307,481.386,680.783,0.00126476,0.00178863,,1
