tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids,known_pathogen
283,2,283,Comamonas,"",bacteria,false,6738885697.874784,100,100,673790.9247558875,234614,6,233297,99.9243,1860.95,10^-36.7652,,,,,100,425.0430786904078,148,,,99.169,37.3893,10^-15.1676,,,,,"[225992, 285, 363952, 225991, 32013, 2035201, 114710, 1194168, 2769280, 34028]",0
225992,1,283,Comamonas kerstersii,"",bacteria,false,6738885697.874784,100,100,673515.2211372774,234518,6,233297,99.9244,1861.92,10^-36.7592,,,,,100,373.3486502010339,130,,,99.8116,37.8,10^-15.6842,,,,,,0
285,1,283,Comamonas testosteroni,"",bacteria,false,1895462.3779437104,100,100,172.3147616312464,60,,,99.6634,89.1225,10^-47.9273,,,,,100,17.23147616312464,6,,,96.2667,34.1667,10^-11.3686,,,,,,0
363952,1,283,Comamonas thiooxydans,"",bacteria,false,545663.4118322802,100,100,48.82251579551981,17,,,99.7804,94.0714,10^-51.2992,,,,,100,5.743825387708213,2,,,100.0,43.0,10^-19.4899,,,,,,0
225991,1,283,Comamonas aquatica,"",bacteria,false,315910.3963239518,100,100,25.847214244686963,9,,,100.0,69.75,10^-35.1275,,,,,100,5.743825387708213,2,,,97.2,36.0,10^-14.6271,,,,,,0
32013,1,283,Comamonas terrigena,"",bacteria,false,172314.76163124642,100,100,14.359563469270535,5,,,99.4444,92.0,10^-50.0032,,,,,100,2.8719126938541066,1,,,77.1,35.0,10^-7.27409,,,,,,0
2035201,1,283,Comamonas sp. 26,"",bacteria,false,114876.50775416427,100,,,,,,,,,,,,,100,11.487650775416427,4,,,100.0,29.0,10^-8.70553,,,,,,0
114710,1,283,uncultured Comamonas sp.,"",bacteria,false,114876.50775416427,100,100,11.487650775416427,4,,,100.0,99.3333,10^-55.2487,,,,,,,,,,,,,,,,,,0
1194168,1,283,Comamonas jiangduensis,"",bacteria,false,57438.253877082134,100,,,,,,,,,,,,,100,5.743825387708213,2,,,93.3,30.0,10^-7.43063,,,,,,0
2769280,1,283,Comamonas sp. CMM01,"",bacteria,false,28719.126938541067,100,,,,,,,,,,,,,100,2.8719126938541066,1,,,77.1,35.0,10^-7.27409,,,,,,0
34028,1,283,Comamonas sp.,"",bacteria,false,28719.126938541067,100,100,2.8719126938541066,1,,,100.0,102.0,10^-57.062,,,,,,,,,,,,,,,,,,0
3869,2,3869,Lupinus,"",eukaryota,false,6047487217.1166,99,,,,,,,,,,,,,99,617027.570361861,214849,6,214559,64.2735,203.572,10^-69.2988,962.773,1361.57,0.00252951,0.00357727,[3870],0
3870,1,3869,Lupinus albus,white lupine,eukaryota,false,6047487217.1166,99,,,,,,,,,,,,,99,617027.570361861,214849,6,214559,64.2735,203.572,10^-69.2988,962.773,1361.57,0.00252951,0.00357727,,0
375288,2,375288,Parabacteroides,"",bacteria,false,1141632969.5577254,100,100,66700.17231476163,23225,12,22047,99.7747,833.097,10^-260.335,,,,,99,55786.90407811602,19425,11,18618,95.2143,108.979,10^-70.058,641.849,907.711,0.00168634,0.00238485,"[823, 46503, 2293118, 563193, 2025876, 328812, 658661, 457388, 512312, 1262913, 469591, 2709398, 2293124, 1078087]",0
823,1,375288,Parabacteroides distasonis,"",bacteria,false,1141632969.5577254,100,100,66585.29580700747,23185,11,22027,99.7748,834.151,10^-260.459,,,,,100,48058.587018954626,16734,6,16249,98.4261,115.105,10^-76.2254,,,,,,0
