tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids,known_pathogen
10912,2,10912,Rotavirus,"",viruses,false,12364748741.739025,99,99,631096.8312434345,379683,11,376768,98.9321,2120.05,10^-233.443,2187.64,2019.7,0.0042784,0.0019315,99,630523.3833756632,379338,11,376768,98.8782,688.018,10^-296.436,2187.64,2019.7,0.0042784,0.0019315,"[28875, 1906931, 10970, 10937, 36427, 28327, 10921]",2
28875,1,10912,Rotavirus A,"",viruses,false,12364748741.739025,99,99,631073.5608951771,379669,11,376768,98.9321,2120.13,10^-233.451,2124.35,2109.21,0.00403568,0.00227475,99,630506.7616983365,379328,11,376768,98.8784,688.037,10^-296.444,2148.34,1964.12,0.00421705,0.00184474,,1
1906931,1,10912,Human rotavirus,"",viruses,false,277439.0649309203,100,99,23.27034825738335,14,,,98.9946,84.9286,10^-44.2612,63.2911,89.5072,0.000242718,0.000343256,100,4.986503198010718,3,,,98.0667,33.0,10^-12.2794,,,,,,0
10970,1,10912,Rotavirus sp.,"",viruses,false,32910.92110687074,100,,,,,,,,,,,,,100,3.3243354653404786,2,,,95.0,20.0,10^-4.03198,,,,,,0
10937,1,10912,Equine rotavirus,"",viruses,false,32910.92110687074,100,,,,,,,,,,,,,100,3.3243354653404786,2,,,85.7,35.0,10^-10.7375,,,,,,0
36427,1,10912,Rotavirus C,"",viruses,false,16455.46055343537,100,,,,,,,,,,,,,100,1.6621677326702393,1,,,66.7,51.0,10^-6.68825,,,,,,1
28327,1,10912,Murine rotavirus,"",viruses,false,16455.46055343537,100,,,,,,,,,,,,,100,1.6621677326702393,1,,,95.8,24.0,10^-5.03574,,,,,,0
10921,1,10912,Feline rotavirus,"",viruses,false,16455.46055343537,100,,,,,,,,,,,,,100,1.6621677326702393,1,,,90.0,40.0,10^-14.9914,,,,,,0
216851,2,216851,Faecalibacterium,"",bacteria,false,509259047.1789689,100,100,25732.018669467972,15481,59,12577,99.2053,1277.79,10^-256.185,,,,,99,25878.289429942954,15569,55,13353,96.8675,145.208,10^-95.3597,102.593,33.9258,0.000304068,0.000256494,"[853, 2580425, 259315, 2293109, 1262898, 1965655, 2302956, 2292357, 2292356, 2302957, 2302955, 1965648]",0
853,1,216851,Faecalibacterium prausnitzii,"",bacteria,false,509259047.1789689,100,100,25732.018669467972,15481,59,12577,99.2053,1277.79,10^-256.185,,,,,99,25705.42398574525,15465,53,13339,96.894,145.924,10^-95.9042,102.593,33.9258,0.000304068,0.000256494,,0
2580425,1,216851,Faecalibacterium sp. Marseille-P9312,"",bacteria,false,921505.7909923807,100,,,,,,,,,,,,,100,93.0813930295334,56,1,4,95.7554,43.9107,10^-17.9814,,,,,,0
259315,1,216851,uncultured Faecalibacterium sp.,"",bacteria,false,312653.750515272,100,,,,,,,,,,,,,100,31.581186920734545,19,1,10,81.7421,41.1053,10^-14.8716,,,,,,0
2293109,1,216851,Faecalibacterium sp. OF04-11AC,"",bacteria,false,181010.06608778905,100,,,,,,,,,,,,,100,18.28384505937263,11,,,95.4909,45.2727,10^-20.6621,,,,,,0
1262898,1,216851,Faecalibacterium sp. CAG:82,"",bacteria,false,98732.76332061221,100,,,,,,,,,,,,,100,9.973006396021436,6,,,93.2333,29.8333,10^-9.55911,,,,,,0
1965655,1,216851,Faecalibacterium sp. An77,"",bacteria,false,49366.381660306106,100,,,,,,,,,,,,,100,4.986503198010718,3,,,97.7333,61.0,10^-35.5993,,,,,,0
